ID;Codice;Configurazione;Tipo_Parete;Montante;Guida;Tipologia_Lastra;Spessore_Lastra_mm;Numero_Lati;Numero_Strati;Spessore_Totale_mm;Peso_kg_mq;Isolamento_Acustico_Rw_dB;Resistenza_Fuoco
1279;cp_doppia-c100-fuoco-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Antifuoco;25;1;2;150;40.5;68;REI 90
1280;cp_doppia-c100-flex-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Flessibile;6;1;2;112;12.0;53;REI 30
1281;cp_doppia-c100-impatto-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Alta resistenza;6;1;2;112;12.0;53;REI 30
1282;cp_doppia-c100-impatto-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Alta resistenza;9.5;1;2;119;17.3;56;REI 30
1283;cp_doppia-c100-impatto-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Alta resistenza;12.5;1;2;125;21.8;58;REI 30
1284;cp_doppia-c100-impatto-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Alta resistenza;15;1;2;130;25.5;60;REI 30
1285;cp_doppia-c100-impatto-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Alta resistenza;18;1;2;136;30.0;62;REI 30
1286;cp_doppia-c100-impatto-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Alta resistenza;25;1;2;150;40.5;68;REI 30
1287;cp_doppia-c100-fibra-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fibrorinforzata;6;1;2;112;12.0;53;REI 30
1288;cp_doppia-c100-fibra-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fibrorinforzata;9.5;1;2;119;17.3;56;REI 30
1289;cp_doppia-c100-fibra-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fibrorinforzata;12.5;1;2;125;21.8;58;REI 30
1290;cp_doppia-c100-fibra-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fibrorinforzata;15;1;2;130;25.5;60;REI 30
1291;cp_doppia-c100-fibra-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fibrorinforzata;18;1;2;136;30.0;62;REI 30
1292;cp_doppia-c100-fibra-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fibrorinforzata;25;1;2;150;40.5;68;REI 30
1293;cp_doppia-c100-combi-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Combinata;6;1;2;112;12.0;53;REI 90
1294;cp_doppia-c100-combi-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Combinata;9.5;1;2;119;17.3;56;REI 90
1295;cp_doppia-c100-combi-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Combinata;12.5;1;2;125;21.8;58;REI 90
1296;cp_doppia-c100-combi-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Combinata;15;1;2;130;25.5;60;REI 90
1297;cp_doppia-c100-combi-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Combinata;18;1;2;136;30.0;62;REI 90
1298;cp_doppia-c100-combi-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Combinata;25;1;2;150;40.5;68;REI 90
1299;cp_distanziata-c50-std-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Standard;6;1;1;56;7.5;42;REI 30
1300;cp_distanziata-c50-std-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Standard;9.5;1;1;59.5;10.1;45;REI 30
1301;cp_distanziata-c50-std-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Standard;12.5;1;1;62.5;12.4;48;REI 30
1302;cp_distanziata-c50-std-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Standard;15;1;1;65;14.3;50;REI 30
1303;cp_distanziata-c50-std-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Standard;18;1;1;68;16.5;52;REI 30
1304;cp_distanziata-c50-std-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Standard;25;1;1;75;21.8;58;REI 30
1305;cp_distanziata-c50-h2o-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Idrofuga;6;1;1;56;7.5;42;REI 30
1306;cp_distanziata-c50-h2o-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Idrofuga;9.5;1;1;59.5;10.1;45;REI 30
1307;cp_distanziata-c50-h2o-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Idrofuga;12.5;1;1;62.5;12.4;48;REI 30
1308;cp_distanziata-c50-h2o-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Idrofuga;15;1;1;65;14.3;50;REI 30
1309;cp_distanziata-c50-h2o-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Idrofuga;18;1;1;68;16.5;52;REI 30
1310;cp_distanziata-c50-h2o-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Idrofuga;25;1;1;75;21.8;58;REI 30
1311;cp_distanziata-c50-fono-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fonoisolante;6;1;1;56;7.5;47;REI 30
1312;cp_distanziata-c50-fono-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fonoisolante;9.5;1;1;59.5;10.1;50;REI 30
1313;cp_distanziata-c50-fono-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fonoisolante;12.5;1;1;62.5;12.4;53;REI 30
1314;cp_distanziata-c50-fono-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fonoisolante;15;1;1;65;14.3;55;REI 30
1315;cp_distanziata-c50-fono-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fonoisolante;18;1;1;68;16.5;57;REI 30
1316;cp_distanziata-c50-fono-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fonoisolante;25;1;1;75;21.8;63;REI 30
1317;cp_distanziata-c50-fuoco-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Antifuoco;6;1;1;56;7.5;42;REI 45
1318;cp_distanziata-c50-fuoco-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Antifuoco;9.5;1;1;59.5;10.1;45;REI 45
1319;cp_distanziata-c50-fuoco-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Antifuoco;12.5;1;1;62.5;12.4;48;REI 45
1320;cp_distanziata-c50-fuoco-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Antifuoco;15;1;1;65;14.3;50;REI 60
1321;cp_distanziata-c50-fuoco-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Antifuoco;18;1;1;68;16.5;52;REI 60
1322;cp_distanziata-c50-fuoco-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Antifuoco;25;1;1;75;21.8;58;REI 60
1323;cp_distanziata-c50-flex-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Flessibile;6;1;1;56;7.5;42;REI 30
1324;cp_distanziata-c50-impatto-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Alta resistenza;6;1;1;56;7.5;42;REI 30
1325;cp_distanziata-c50-impatto-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Alta resistenza;9.5;1;1;59.5;10.1;45;REI 30
1326;cp_distanziata-c50-impatto-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Alta resistenza;12.5;1;1;62.5;12.4;48;REI 30
1327;cp_distanziata-c50-impatto-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Alta resistenza;15;1;1;65;14.3;50;REI 30
1328;cp_distanziata-c50-impatto-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Alta resistenza;18;1;1;68;16.5;52;REI 30
1329;cp_distanziata-c50-impatto-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Alta resistenza;25;1;1;75;21.8;58;REI 30
1330;cp_distanziata-c50-fibra-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fibrorinforzata;6;1;1;56;7.5;42;REI 30
1331;cp_distanziata-c50-fibra-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fibrorinforzata;9.5;1;1;59.5;10.1;45;REI 30
1332;cp_distanziata-c50-fibra-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fibrorinforzata;12.5;1;1;62.5;12.4;48;REI 30
1333;cp_distanziata-c50-fibra-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fibrorinforzata;15;1;1;65;14.3;50;REI 30
1334;cp_distanziata-c50-fibra-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fibrorinforzata;18;1;1;68;16.5;52;REI 30
1335;cp_distanziata-c50-fibra-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Fibrorinforzata;25;1;1;75;21.8;58;REI 30
1336;cp_distanziata-c50-combi-6;Controparete Distanziata;Controparete;C 50/50;U 50/40;Combinata;6;1;1;56;7.5;42;REI 45
1337;cp_distanziata-c50-combi-9.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Combinata;9.5;1;1;59.5;10.1;45;REI 45
1338;cp_distanziata-c50-combi-12.5;Controparete Distanziata;Controparete;C 50/50;U 50/40;Combinata;12.5;1;1;62.5;12.4;48;REI 45
1339;cp_distanziata-c50-combi-15;Controparete Distanziata;Controparete;C 50/50;U 50/40;Combinata;15;1;1;65;14.3;50;REI 60
1340;cp_distanziata-c50-combi-18;Controparete Distanziata;Controparete;C 50/50;U 50/40;Combinata;18;1;1;68;16.5;52;REI 60
1341;cp_distanziata-c50-combi-25;Controparete Distanziata;Controparete;C 50/50;U 50/40;Combinata;25;1;1;75;21.8;58;REI 60
1342;cp_distanziata-c75-std-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Standard;6;1;1;81;7.5;46;REI 30
1343;cp_distanziata-c75-std-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Standard;9.5;1;1;84.5;10.1;49;REI 30
1344;cp_distanziata-c75-std-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Standard;12.5;1;1;87.5;12.4;51;REI 30
1345;cp_distanziata-c75-std-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Standard;15;1;1;90;14.3;53;REI 30
1346;cp_distanziata-c75-std-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Standard;18;1;1;93;16.5;56;REI 30
1347;cp_distanziata-c75-std-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Standard;25;1;1;100;21.8;61;REI 30
1348;cp_distanziata-c75-h2o-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Idrofuga;6;1;1;81;7.5;46;REI 30
1349;cp_distanziata-c75-h2o-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Idrofuga;9.5;1;1;84.5;10.1;49;REI 30
1350;cp_distanziata-c75-h2o-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Idrofuga;12.5;1;1;87.5;12.4;51;REI 30
1351;cp_distanziata-c75-h2o-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Idrofuga;15;1;1;90;14.3;53;REI 30
1352;cp_distanziata-c75-h2o-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Idrofuga;18;1;1;93;16.5;56;REI 30
1353;cp_distanziata-c75-h2o-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Idrofuga;25;1;1;100;21.8;61;REI 30
1354;cp_distanziata-c75-fono-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fonoisolante;6;1;1;81;7.5;51;REI 30
1355;cp_distanziata-c75-fono-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fonoisolante;9.5;1;1;84.5;10.1;54;REI 30
1356;cp_distanziata-c75-fono-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fonoisolante;12.5;1;1;87.5;12.4;56;REI 30
1357;cp_distanziata-c75-fono-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fonoisolante;15;1;1;90;14.3;58;REI 30
1358;cp_distanziata-c75-fono-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fonoisolante;18;1;1;93;16.5;61;REI 30
1359;cp_distanziata-c75-fono-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fonoisolante;25;1;1;100;21.8;66;REI 30
1360;cp_distanziata-c75-fuoco-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Antifuoco;6;1;1;81;7.5;46;REI 45
1361;cp_distanziata-c75-fuoco-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Antifuoco;9.5;1;1;84.5;10.1;49;REI 45
1362;cp_distanziata-c75-fuoco-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Antifuoco;12.5;1;1;87.5;12.4;51;REI 45
1363;cp_distanziata-c75-fuoco-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Antifuoco;15;1;1;90;14.3;53;REI 60
1364;cp_distanziata-c75-fuoco-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Antifuoco;18;1;1;93;16.5;56;REI 60
1365;cp_distanziata-c75-fuoco-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Antifuoco;25;1;1;100;21.8;61;REI 60
1366;cp_distanziata-c75-flex-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Flessibile;6;1;1;81;7.5;46;REI 30
1367;cp_distanziata-c75-impatto-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Alta resistenza;6;1;1;81;7.5;46;REI 30
1368;cp_distanziata-c75-impatto-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Alta resistenza;9.5;1;1;84.5;10.1;49;REI 30
1369;cp_distanziata-c75-impatto-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Alta resistenza;12.5;1;1;87.5;12.4;51;REI 30
1370;cp_distanziata-c75-impatto-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Alta resistenza;15;1;1;90;14.3;53;REI 30
1371;cp_distanziata-c75-impatto-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Alta resistenza;18;1;1;93;16.5;56;REI 30
1372;cp_distanziata-c75-impatto-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Alta resistenza;25;1;1;100;21.8;61;REI 30
1373;cp_distanziata-c75-fibra-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fibrorinforzata;6;1;1;81;7.5;46;REI 30
1374;cp_distanziata-c75-fibra-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fibrorinforzata;9.5;1;1;84.5;10.1;49;REI 30
1375;cp_distanziata-c75-fibra-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fibrorinforzata;12.5;1;1;87.5;12.4;51;REI 30
1376;cp_distanziata-c75-fibra-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fibrorinforzata;15;1;1;90;14.3;53;REI 30
1377;cp_distanziata-c75-fibra-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fibrorinforzata;18;1;1;93;16.5;56;REI 30
1378;cp_distanziata-c75-fibra-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Fibrorinforzata;25;1;1;100;21.8;61;REI 30
1379;cp_distanziata-c75-combi-6;Controparete Distanziata;Controparete;C 75/50;U 75/40;Combinata;6;1;1;81;7.5;46;REI 45
1380;cp_distanziata-c75-combi-9.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Combinata;9.5;1;1;84.5;10.1;49;REI 45
1381;cp_distanziata-c75-combi-12.5;Controparete Distanziata;Controparete;C 75/50;U 75/40;Combinata;12.5;1;1;87.5;12.4;51;REI 45
1382;cp_distanziata-c75-combi-15;Controparete Distanziata;Controparete;C 75/50;U 75/40;Combinata;15;1;1;90;14.3;53;REI 60
1383;cp_distanziata-c75-combi-18;Controparete Distanziata;Controparete;C 75/50;U 75/40;Combinata;18;1;1;93;16.5;56;REI 60
1384;cp_distanziata-c75-combi-25;Controparete Distanziata;Controparete;C 75/50;U 75/40;Combinata;25;1;1;100;21.8;61;REI 60
1385;cp_distanziata-c100-std-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Standard;6;1;1;106;7.5;50;REI 30
1386;cp_distanziata-c100-std-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Standard;9.5;1;1;109.5;10.1;53;REI 30
1387;cp_distanziata-c100-std-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Standard;12.5;1;1;112.5;12.4;55;REI 30
1388;cp_distanziata-c100-std-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Standard;15;1;1;115;14.3;57;REI 30
1389;cp_distanziata-c100-std-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Standard;18;1;1;118;16.5;59;REI 30
1390;cp_distanziata-c100-std-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Standard;25;1;1;125;21.8;65;REI 30
1391;cp_distanziata-c100-h2o-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Idrofuga;6;1;1;106;7.5;50;REI 30
1392;cp_distanziata-c100-h2o-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Idrofuga;9.5;1;1;109.5;10.1;53;REI 30
1393;cp_distanziata-c100-h2o-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Idrofuga;12.5;1;1;112.5;12.4;55;REI 30
1394;cp_distanziata-c100-h2o-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Idrofuga;15;1;1;115;14.3;57;REI 30
1395;cp_distanziata-c100-h2o-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Idrofuga;18;1;1;118;16.5;59;REI 30
1396;cp_distanziata-c100-h2o-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Idrofuga;25;1;1;125;21.8;65;REI 30
1397;cp_distanziata-c100-fono-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fonoisolante;6;1;1;106;7.5;55;REI 30
1398;cp_distanziata-c100-fono-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fonoisolante;9.5;1;1;109.5;10.1;58;REI 30
1399;cp_distanziata-c100-fono-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fonoisolante;12.5;1;1;112.5;12.4;60;REI 30
1400;cp_distanziata-c100-fono-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fonoisolante;15;1;1;115;14.3;62;REI 30
1401;cp_distanziata-c100-fono-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fonoisolante;18;1;1;118;16.5;64;REI 30
1402;cp_distanziata-c100-fono-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fonoisolante;25;1;1;125;21.8;70;REI 30
1403;cp_distanziata-c100-fuoco-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Antifuoco;6;1;1;106;7.5;50;REI 45
1404;cp_distanziata-c100-fuoco-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Antifuoco;9.5;1;1;109.5;10.1;53;REI 45
1405;cp_distanziata-c100-fuoco-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Antifuoco;12.5;1;1;112.5;12.4;55;REI 45
1406;cp_distanziata-c100-fuoco-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Antifuoco;15;1;1;115;14.3;57;REI 60
1407;cp_distanziata-c100-fuoco-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Antifuoco;18;1;1;118;16.5;59;REI 60
1408;cp_distanziata-c100-fuoco-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Antifuoco;25;1;1;125;21.8;65;REI 60
1409;cp_distanziata-c100-flex-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Flessibile;6;1;1;106;7.5;50;REI 30
1410;cp_distanziata-c100-impatto-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Alta resistenza;6;1;1;106;7.5;50;REI 30
1411;cp_distanziata-c100-impatto-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Alta resistenza;9.5;1;1;109.5;10.1;53;REI 30
1412;cp_distanziata-c100-impatto-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Alta resistenza;12.5;1;1;112.5;12.4;55;REI 30
1413;cp_distanziata-c100-impatto-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Alta resistenza;15;1;1;115;14.3;57;REI 30
1414;cp_distanziata-c100-impatto-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Alta resistenza;18;1;1;118;16.5;59;REI 30
1415;cp_distanziata-c100-impatto-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Alta resistenza;25;1;1;125;21.8;65;REI 30
1416;cp_distanziata-c100-fibra-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fibrorinforzata;6;1;1;106;7.5;50;REI 30
1417;cp_distanziata-c100-fibra-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fibrorinforzata;9.5;1;1;109.5;10.1;53;REI 30
1418;cp_distanziata-c100-fibra-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fibrorinforzata;12.5;1;1;112.5;12.4;55;REI 30
1419;cp_distanziata-c100-fibra-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fibrorinforzata;15;1;1;115;14.3;57;REI 30
1420;cp_distanziata-c100-fibra-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fibrorinforzata;18;1;1;118;16.5;59;REI 30
1421;cp_distanziata-c100-fibra-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Fibrorinforzata;25;1;1;125;21.8;65;REI 30
1422;cp_distanziata-c100-combi-6;Controparete Distanziata;Controparete;C 100/50;U 100/40;Combinata;6;1;1;106;7.5;50;REI 45
1423;cp_distanziata-c100-combi-9.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Combinata;9.5;1;1;109.5;10.1;53;REI 45
1424;cp_distanziata-c100-combi-12.5;Controparete Distanziata;Controparete;C 100/50;U 100/40;Combinata;12.5;1;1;112.5;12.4;55;REI 45
1425;cp_distanziata-c100-combi-15;Controparete Distanziata;Controparete;C 100/50;U 100/40;Combinata;15;1;1;115;14.3;57;REI 60
1426;cp_distanziata-c100-combi-18;Controparete Distanziata;Controparete;C 100/50;U 100/40;Combinata;18;1;1;118;16.5;59;REI 60
1427;cp_distanziata-c100-combi-25;Controparete Distanziata;Controparete;C 100/50;U 100/40;Combinata;25;1;1;125;21.8;65;REI 60
